"Customer ID","Segment","Cluster","Shops_Winter","Shops_Spring","Shops_Summer","Shops_Fall","Season"
75,"Segment 1",1,0,1,0,0,"Spring"
76,"Segment 4",4,0,0,1,0,"Summer"
77,"Segment 2",2,0,0,1,0,"Summer"
78,"Segment 3",3,0,0,1,0,"Summer"
79,"Segment 4",4,0,1,0,0,"Spring"
80,"Segment 3",3,1,0,0,0,"Winter"
81,"Segment 3",3,0,0,1,0,"Summer"
82,"Segment 4",4,0,0,1,0,"Summer"
83,"Segment 1",1,0,1,0,0,"Spring"
84,"Segment 1",1,0,0,1,0,"Summer"
85,"Segment 2",2,0,1,0,0,"Spring"
86,"Segment 4",4,1,0,0,0,"Winter"
87,"Segment 1",1,0,1,0,0,"Spring"
88,"Segment 2",2,0,0,0,1,"Fall"
89,"Segment 3",3,0,0,0,1,"Fall"
90,"Segment 4",4,0,0,0,1,"Fall"
91,"Segment 3",3,0,0,1,0,"Summer"
92,"Segment 4",4,1,0,0,0,"Winter"
93,"Segment 4",4,1,0,0,0,"Winter"
94,"Segment 1",1,0,0,0,1,"Fall"
95,"Segment 4",4,0,1,0,0,"Spring"
96,"Segment 4",4,0,0,0,1,"Fall"
97,"Segment 3",3,0,1,0,0,"Spring"
98,"Segment 1",1,1,0,0,0,"Winter"
99,"Segment 3",3,0,1,0,0,"Spring"
100,"Segment 1",1,0,0,1,0,"Summer"
101,"Segment 4",4,0,0,0,1,"Fall"
102,"Segment 1",1,0,1,0,0,"Spring"
103,"Segment 4",4,1,0,0,0,"Winter"
104,"Segment 4",4,1,0,0,0,"Winter"
105,"Segment 2",2,0,1,0,0,"Spring"
106,"Segment 4",4,0,0,0,1,"Fall"
107,"Segment 2",2,0,0,1,0,"Summer"
108,"Segment 3",3,1,0,0,0,"Winter"
109,"Segment 4",4,0,1,0,0,"Spring"
110,"Segment 4",4,0,1,0,0,"Spring"
111,"Segment 2",2,0,0,1,0,"Summer"
112,"Segment 1",1,0,0,1,0,"Summer"
113,"Segment 1",1,0,1,0,0,"Spring"
114,"Segment 3",3,1,0,0,0,"Winter"
115,"Segment 4",4,0,0,1,0,"Summer"
116,"Segment 4",4,0,1,0,0,"Spring"
117,"Segment 4",4,0,1,0,0,"Spring"
118,"Segment 2",2,0,0,1,0,"Summer"
119,"Segment 1",1,0,0,0,1,"Fall"
120,"Segment 1",1,0,0,0,1,"Fall"
121,"Segment 4",4,0,0,1,0,"Summer"
122,"Segment 1",1,1,0,0,0,"Winter"
123,"Segment 1",1,0,1,0,0,"Spring"
124,"Segment 4",4,0,0,0,1,"Fall"
125,"Segment 4",4,0,1,0,0,"Spring"
126,"Segment 2",2,1,0,0,0,"Winter"
127,"Segment 2",2,0,1,0,0,"Spring"
128,"Segment 1",1,1,0,0,0,"Winter"
129,"Segment 1",1,0,1,0,0,"Spring"
130,"Segment 1",1,0,0,1,0,"Summer"
131,"Segment 2",2,0,0,0,1,"Fall"
132,"Segment 1",1,0,0,1,0,"Summer"
133,"Segment 1",1,0,0,0,1,"Fall"
134,"Segment 3",3,1,0,0,0,"Winter"
135,"Segment 4",4,0,0,0,1,"Fall"
136,"Segment 4",4,0,0,0,1,"Fall"
137,"Segment 3",3,1,0,0,0,"Winter"
138,"Segment 2",2,0,1,0,0,"Spring"
139,"Segment 2",2,1,0,0,0,"Winter"
140,"Segment 4",4,0,0,0,1,"Fall"
141,"Segment 2",2,0,0,0,1,"Fall"
142,"Segment 2",2,0,0,0,1,"Fall"
143,"Segment 3",3,0,0,0,1,"Fall"
144,"Segment 3",3,0,0,0,1,"Fall"
145,"Segment 3",3,0,0,0,1,"Fall"
146,"Segment 1",1,0,0,0,1,"Fall"
147,"Segment 2",2,0,0,0,1,"Fall"
148,"Segment 2",2,0,0,1,0,"Summer"
149,"Segment 3",3,0,0,0,1,"Fall"
150,"Segment 3",3,0,0,1,0,"Summer"
151,"Segment 1",1,0,0,0,1,"Fall"
152,"Segment 1",1,0,0,0,1,"Fall"
153,"Segment 1",1,0,0,1,0,"Summer"
154,"Segment 2",2,1,0,0,0,"Winter"
155,"Segment 4",4,0,0,0,1,"Fall"
156,"Segment 4",4,0,1,0,0,"Spring"
157,"Segment 1",1,0,0,0,1,"Fall"
158,"Segment 3",3,0,0,0,1,"Fall"
159,"Segment 1",1,0,0,0,1,"Fall"
160,"Segment 2",2,0,0,0,1,"Fall"
161,"Segment 1",1,0,0,1,0,"Summer"
162,"Segment 2",2,0,0,0,1,"Fall"
163,"Segment 4",4,0,0,1,0,"Summer"
164,"Segment 2",2,0,0,1,0,"Summer"
165,"Segment 2",2,0,1,0,0,"Spring"
166,"Segment 3",3,1,0,0,0,"Winter"
167,"Segment 2",2,0,0,0,1,"Fall"
168,"Segment 1",1,0,0,0,1,"Fall"
169,"Segment 3",3,0,0,1,0,"Summer"
170,"Segment 3",3,0,0,1,0,"Summer"
171,"Segment 2",2,0,0,0,1,"Fall"
172,"Segment 1",1,0,0,1,0,"Summer"
173,"Segment 4",4,0,0,1,0,"Summer"
174,"Segment 3",3,0,0,0,1,"Fall"
175,"Segment 2",2,1,0,0,0,"Winter"
176,"Segment 3",3,0,0,0,1,"Fall"
177,"Segment 3",3,0,1,0,0,"Spring"
178,"Segment 1",1,0,0,0,1,"Fall"
179,"Segment 2",2,0,0,0,1,"Fall"
180,"Segment 2",2,0,0,0,1,"Fall"
181,"Segment 4",4,0,0,0,1,"Fall"
182,"Segment 1",1,0,0,1,0,"Summer"
183,"Segment 3",3,0,0,1,0,"Summer"
184,"Segment 2",2,0,1,0,0,"Spring"
185,"Segment 2",2,0,1,0,0,"Spring"
186,"Segment 1",1,0,0,1,0,"Summer"
187,"Segment 3",3,0,0,1,0,"Summer"
188,"Segment 3",3,0,1,0,0,"Spring"
189,"Segment 2",2,0,1,0,0,"Spring"
190,"Segment 1",1,0,0,0,1,"Fall"
191,"Segment 2",2,0,0,0,1,"Fall"
192,"Segment 4",4,0,0,0,1,"Fall"
193,"Segment 2",2,0,0,1,0,"Summer"
194,"Segment 3",3,0,0,0,1,"Fall"
195,"Segment 4",4,0,1,0,0,"Spring"
196,"Segment 2",2,0,0,0,1,"Fall"
197,"Segment 4",4,0,0,1,0,"Summer"
198,"Segment 4",4,0,0,0,1,"Fall"
199,"Segment 2",2,1,0,0,0,"Winter"
200,"Segment 4",4,0,0,1,0,"Summer"
201,"Segment 3",3,0,0,1,0,"Summer"
202,"Segment 2",2,0,0,0,1,"Fall"
203,"Segment 2",2,0,1,0,0,"Spring"
204,"Segment 2",2,0,0,0,1,"Fall"
205,"Segment 1",1,0,0,0,1,"Fall"
206,"Segment 2",2,1,0,0,0,"Winter"
207,"Segment 1",1,0,0,1,0,"Summer"
208,"Segment 4",4,0,0,1,0,"Summer"
209,"Segment 2",2,0,1,0,0,"Spring"
210,"Segment 4",4,1,0,0,0,"Winter"
211,"Segment 2",2,0,0,0,1,"Fall"
212,"Segment 4",4,0,0,0,1,"Fall"
213,"Segment 4",4,0,0,0,1,"Fall"
214,"Segment 1",1,0,0,0,1,"Fall"
215,"Segment 1",1,0,0,1,0,"Summer"
216,"Segment 2",2,0,1,0,0,"Spring"
217,"Segment 2",2,0,1,0,0,"Spring"
218,"Segment 3",3,1,0,0,0,"Winter"
219,"Segment 3",3,0,1,0,0,"Spring"
220,"Segment 3",3,0,1,0,0,"Spring"
221,"Segment 1",1,0,1,0,0,"Spring"
222,"Segment 1",1,0,0,1,0,"Summer"
223,"Segment 4",4,0,1,0,0,"Spring"
224,"Segment 1",1,0,1,0,0,"Spring"
225,"Segment 4",4,0,0,1,0,"Summer"
226,"Segment 3",3,0,1,0,0,"Spring"
227,"Segment 3",3,0,1,0,0,"Spring"
228,"Segment 4",4,1,0,0,0,"Winter"
229,"Segment 3",3,0,1,0,0,"Spring"
230,"Segment 2",2,0,1,0,0,"Spring"
231,"Segment 4",4,0,0,0,1,"Fall"
232,"Segment 3",3,0,1,0,0,"Spring"
233,"Segment 2",2,1,0,0,0,"Winter"
234,"Segment 1",1,0,0,0,1,"Fall"
235,"Segment 1",1,0,0,1,0,"Summer"
236,"Segment 4",4,1,0,0,0,"Winter"
237,"Segment 3",3,1,0,0,0,"Winter"
238,"Segment 4",4,0,0,1,0,"Summer"
239,"Segment 2",2,0,0,0,1,"Fall"
240,"Segment 2",2,0,0,1,0,"Summer"
241,"Segment 2",2,1,0,0,0,"Winter"
242,"Segment 4",4,1,0,0,0,"Winter"
243,"Segment 4",4,0,0,1,0,"Summer"
244,"Segment 3",3,1,0,0,0,"Winter"
245,"Segment 1",1,0,1,0,0,"Spring"
246,"Segment 2",2,0,0,1,0,"Summer"
247,"Segment 3",3,0,1,0,0,"Spring"
248,"Segment 1",1,0,1,0,0,"Spring"
249,"Segment 4",4,1,0,0,0,"Winter"
250,"Segment 2",2,0,0,0,1,"Fall"
251,"Segment 1",1,0,0,0,1,"Fall"
252,"Segment 3",3,1,0,0,0,"Winter"
253,"Segment 1",1,0,0,1,0,"Summer"
254,"Segment 4",4,1,0,0,0,"Winter"
255,"Segment 2",2,1,0,0,0,"Winter"
256,"Segment 2",2,0,1,0,0,"Spring"
257,"Segment 2",2,0,1,0,0,"Spring"
258,"Segment 1",1,0,0,1,0,"Summer"
259,"Segment 2",2,0,1,0,0,"Spring"
260,"Segment 3",3,0,0,0,1,"Fall"
261,"Segment 3",3,1,0,0,0,"Winter"
262,"Segment 1",1,1,0,0,0,"Winter"
263,"Segment 1",1,0,0,1,0,"Summer"
264,"Segment 1",1,0,0,1,0,"Summer"
265,"Segment 1",1,0,0,0,1,"Fall"
266,"Segment 3",3,0,1,0,0,"Spring"
267,"Segment 4",4,0,0,1,0,"Summer"
268,"Segment 2",2,0,1,0,0,"Spring"
269,"Segment 2",2,0,1,0,0,"Spring"
270,"Segment 2",2,1,0,0,0,"Winter"
271,"Segment 1",1,0,0,0,1,"Fall"
272,"Segment 4",4,0,0,1,0,"Summer"
273,"Segment 2",2,0,0,1,0,"Summer"
274,"Segment 2",2,0,1,0,0,"Spring"
275,"Segment 2",2,0,1,0,0,"Spring"
276,"Segment 4",4,1,0,0,0,"Winter"
277,"Segment 1",1,0,0,0,1,"Fall"
278,"Segment 3",3,1,0,0,0,"Winter"
279,"Segment 4",4,0,1,0,0,"Spring"
280,"Segment 1",1,0,0,1,0,"Summer"
281,"Segment 1",1,0,0,0,1,"Fall"
282,"Segment 3",3,0,1,0,0,"Spring"
283,"Segment 3",3,0,0,1,0,"Summer"
284,"Segment 3",3,0,0,0,1,"Fall"
285,"Segment 2",2,0,0,1,0,"Summer"
286,"Segment 1",1,0,0,1,0,"Summer"
287,"Segment 3",3,0,0,1,0,"Summer"
288,"Segment 2",2,0,1,0,0,"Spring"
289,"Segment 1",1,1,0,0,0,"Winter"
290,"Segment 4",4,0,0,0,1,"Fall"
291,"Segment 2",2,1,0,0,0,"Winter"
292,"Segment 2",2,0,0,0,1,"Fall"
293,"Segment 4",4,0,1,0,0,"Spring"
294,"Segment 2",2,0,1,0,0,"Spring"
295,"Segment 2",2,0,1,0,0,"Spring"
296,"Segment 2",2,1,0,0,0,"Winter"
297,"Segment 1",1,0,1,0,0,"Spring"
298,"Segment 2",2,0,0,1,0,"Summer"
299,"Segment 2",2,1,0,0,0,"Winter"
300,"Segment 3",3,0,0,1,0,"Summer"
301,"Segment 1",1,0,1,0,0,"Spring"
302,"Segment 4",4,0,1,0,0,"Spring"
303,"Segment 2",2,0,0,1,0,"Summer"
304,"Segment 3",3,0,0,1,0,"Summer"
305,"Segment 4",4,1,0,0,0,"Winter"
306,"Segment 2",2,0,0,0,1,"Fall"
307,"Segment 3",3,0,0,1,0,"Summer"
308,"Segment 3",3,1,0,0,0,"Winter"
309,"Segment 2",2,0,0,0,1,"Fall"
310,"Segment 2",2,0,1,0,0,"Spring"
311,"Segment 4",4,1,0,0,0,"Winter"
312,"Segment 2",2,1,0,0,0,"Winter"
313,"Segment 3",3,0,1,0,0,"Spring"
314,"Segment 4",4,0,1,0,0,"Spring"
315,"Segment 2",2,0,0,1,0,"Summer"
316,"Segment 2",2,0,1,0,0,"Spring"
317,"Segment 2",2,0,0,0,1,"Fall"
318,"Segment 4",4,0,0,0,1,"Fall"
319,"Segment 3",3,1,0,0,0,"Winter"
320,"Segment 3",3,0,1,0,0,"Spring"
321,"Segment 4",4,0,0,1,0,"Summer"
322,"Segment 1",1,0,0,1,0,"Summer"
323,"Segment 3",3,1,0,0,0,"Winter"
324,"Segment 4",4,1,0,0,0,"Winter"
325,"Segment 1",1,0,0,1,0,"Summer"
326,"Segment 4",4,1,0,0,0,"Winter"
327,"Segment 2",2,0,0,0,1,"Fall"
328,"Segment 2",2,0,0,1,0,"Summer"
329,"Segment 2",2,0,0,0,1,"Fall"
330,"Segment 2",2,0,0,1,0,"Summer"
331,"Segment 2",2,1,0,0,0,"Winter"
332,"Segment 3",3,0,0,0,1,"Fall"
333,"Segment 3",3,1,0,0,0,"Winter"
334,"Segment 1",1,1,0,0,0,"Winter"
335,"Segment 3",3,0,0,0,1,"Fall"
336,"Segment 3",3,0,1,0,0,"Spring"
337,"Segment 1",1,0,0,0,1,"Fall"
338,"Segment 1",1,1,0,0,0,"Winter"
339,"Segment 4",4,1,0,0,0,"Winter"
340,"Segment 2",2,0,1,0,0,"Spring"
341,"Segment 2",2,0,0,1,0,"Summer"
342,"Segment 1",1,0,0,1,0,"Summer"
343,"Segment 2",2,0,1,0,0,"Spring"
344,"Segment 1",1,0,0,1,0,"Summer"
345,"Segment 1",1,1,0,0,0,"Winter"
346,"Segment 1",1,1,0,0,0,"Winter"
347,"Segment 1",1,0,1,0,0,"Spring"
348,"Segment 1",1,0,0,0,1,"Fall"
349,"Segment 2",2,0,0,0,1,"Fall"
350,"Segment 3",3,1,0,0,0,"Winter"
351,"Segment 3",3,0,1,0,0,"Spring"
352,"Segment 1",1,1,0,0,0,"Winter"
353,"Segment 1",1,0,0,0,1,"Fall"
354,"Segment 4",4,0,0,0,1,"Fall"
355,"Segment 4",4,0,0,0,1,"Fall"
356,"Segment 1",1,0,0,0,1,"Fall"
357,"Segment 4",4,0,1,0,0,"Spring"
358,"Segment 1",1,0,1,0,0,"Spring"
359,"Segment 2",2,0,0,1,0,"Summer"
360,"Segment 3",3,1,0,0,0,"Winter"
361,"Segment 2",2,0,0,1,0,"Summer"
362,"Segment 4",4,0,1,0,0,"Spring"
363,"Segment 2",2,0,0,0,1,"Fall"
364,"Segment 4",4,1,0,0,0,"Winter"
365,"Segment 4",4,0,0,1,0,"Summer"
366,"Segment 4",4,0,0,1,0,"Summer"
367,"Segment 2",2,0,1,0,0,"Spring"
368,"Segment 2",2,0,1,0,0,"Spring"
369,"Segment 1",1,0,1,0,0,"Spring"
370,"Segment 2",2,0,0,1,0,"Summer"
371,"Segment 2",2,1,0,0,0,"Winter"
372,"Segment 3",3,1,0,0,0,"Winter"
373,"Segment 3",3,0,0,1,0,"Summer"
374,"Segment 1",1,0,0,1,0,"Summer"
375,"Segment 4",4,0,1,0,0,"Spring"
376,"Segment 2",2,0,0,1,0,"Summer"
377,"Segment 1",1,0,0,0,1,"Fall"
378,"Segment 2",2,0,1,0,0,"Spring"
379,"Segment 1",1,1,0,0,0,"Winter"
380,"Segment 1",1,0,0,0,1,"Fall"
381,"Segment 3",3,0,0,0,1,"Fall"
382,"Segment 2",2,1,0,0,0,"Winter"
383,"Segment 3",3,1,0,0,0,"Winter"
384,"Segment 3",3,0,0,0,1,"Fall"
385,"Segment 2",2,0,0,0,1,"Fall"
386,"Segment 4",4,0,0,0,1,"Fall"
387,"Segment 2",2,0,1,0,0,"Spring"
388,"Segment 4",4,0,0,1,0,"Summer"
389,"Segment 3",3,0,0,1,0,"Summer"
390,"Segment 1",1,0,1,0,0,"Spring"
391,"Segment 3",3,1,0,0,0,"Winter"
392,"Segment 1",1,0,1,0,0,"Spring"
393,"Segment 3",3,0,1,0,0,"Spring"
394,"Segment 1",1,0,0,0,1,"Fall"
395,"Segment 1",1,0,1,0,0,"Spring"
396,"Segment 1",1,1,0,0,0,"Winter"
397,"Segment 4",4,0,0,0,1,"Fall"
398,"Segment 3",3,0,0,0,1,"Fall"
399,"Segment 1",1,1,0,0,0,"Winter"
400,"Segment 2",2,0,0,0,1,"Fall"
401,"Segment 1",1,1,0,0,0,"Winter"
402,"Segment 4",4,0,0,0,1,"Fall"
403,"Segment 3",3,0,0,0,1,"Fall"
404,"Segment 1",1,1,0,0,0,"Winter"
405,"Segment 1",1,0,1,0,0,"Spring"
406,"Segment 3",3,0,0,1,0,"Summer"
407,"Segment 1",1,0,1,0,0,"Spring"
408,"Segment 3",3,0,1,0,0,"Spring"
409,"Segment 3",3,0,1,0,0,"Spring"
410,"Segment 3",3,1,0,0,0,"Winter"
411,"Segment 1",1,0,1,0,0,"Spring"
412,"Segment 2",2,0,0,1,0,"Summer"
413,"Segment 3",3,0,0,1,0,"Summer"
414,"Segment 4",4,0,0,1,0,"Summer"
415,"Segment 3",3,1,0,0,0,"Winter"
416,"Segment 2",2,1,0,0,0,"Winter"
417,"Segment 1",1,0,1,0,0,"Spring"
418,"Segment 1",1,0,0,0,1,"Fall"
419,"Segment 3",3,0,1,0,0,"Spring"
420,"Segment 4",4,1,0,0,0,"Winter"
421,"Segment 1",1,0,1,0,0,"Spring"
422,"Segment 2",2,1,0,0,0,"Winter"
423,"Segment 2",2,0,0,0,1,"Fall"
424,"Segment 2",2,0,1,0,0,"Spring"
425,"Segment 2",2,1,0,0,0,"Winter"
426,"Segment 3",3,1,0,0,0,"Winter"
427,"Segment 1",1,1,0,0,0,"Winter"
428,"Segment 4",4,1,0,0,0,"Winter"
429,"Segment 3",3,1,0,0,0,"Winter"
430,"Segment 4",4,1,0,0,0,"Winter"
431,"Segment 1",1,0,0,1,0,"Summer"
432,"Segment 3",3,1,0,0,0,"Winter"
433,"Segment 4",4,0,0,0,1,"Fall"
434,"Segment 4",4,0,0,0,1,"Fall"
435,"Segment 2",2,0,1,0,0,"Spring"
436,"Segment 2",2,1,0,0,0,"Winter"
437,"Segment 1",1,0,0,1,0,"Summer"
438,"Segment 2",2,0,0,1,0,"Summer"
439,"Segment 2",2,1,0,0,0,"Winter"
440,"Segment 2",2,0,0,1,0,"Summer"
441,"Segment 3",3,1,0,0,0,"Winter"
442,"Segment 4",4,1,0,0,0,"Winter"
443,"Segment 3",3,0,0,0,1,"Fall"
444,"Segment 3",3,0,0,1,0,"Summer"
445,"Segment 2",2,0,0,1,0,"Summer"
446,"Segment 1",1,0,0,0,1,"Fall"
447,"Segment 1",1,0,0,1,0,"Summer"
448,"Segment 4",4,0,1,0,0,"Spring"
449,"Segment 2",2,0,0,1,0,"Summer"
450,"Segment 3",3,0,0,1,0,"Summer"
451,"Segment 3",3,0,0,1,0,"Summer"
452,"Segment 2",2,0,0,1,0,"Summer"
453,"Segment 2",2,0,0,1,0,"Summer"
454,"Segment 2",2,1,0,0,0,"Winter"
455,"Segment 3",3,0,0,1,0,"Summer"
456,"Segment 4",4,0,0,0,1,"Fall"
457,"Segment 4",4,0,0,0,1,"Fall"
458,"Segment 1",1,0,1,0,0,"Spring"
459,"Segment 4",4,1,0,0,0,"Winter"
460,"Segment 2",2,1,0,0,0,"Winter"
461,"Segment 4",4,0,0,1,0,"Summer"
462,"Segment 1",1,1,0,0,0,"Winter"
463,"Segment 4",4,0,0,0,1,"Fall"
464,"Segment 3",3,0,0,1,0,"Summer"
465,"Segment 1",1,1,0,0,0,"Winter"
466,"Segment 4",4,0,0,1,0,"Summer"
467,"Segment 1",1,1,0,0,0,"Winter"
468,"Segment 1",1,0,1,0,0,"Spring"
469,"Segment 1",1,0,0,0,1,"Fall"
470,"Segment 1",1,0,0,0,1,"Fall"
471,"Segment 1",1,0,0,1,0,"Summer"
472,"Segment 4",4,1,0,0,0,"Winter"
473,"Segment 1",1,1,0,0,0,"Winter"
474,"Segment 1",1,0,1,0,0,"Spring"
475,"Segment 2",2,0,0,1,0,"Summer"
476,"Segment 3",3,0,0,1,0,"Summer"
477,"Segment 3",3,0,1,0,0,"Spring"
478,"Segment 2",2,0,0,1,0,"Summer"
479,"Segment 2",2,1,0,0,0,"Winter"
480,"Segment 3",3,1,0,0,0,"Winter"
481,"Segment 4",4,0,0,1,0,"Summer"
482,"Segment 3",3,0,0,0,1,"Fall"
483,"Segment 3",3,1,0,0,0,"Winter"
484,"Segment 1",1,0,0,0,1,"Fall"
485,"Segment 4",4,0,0,1,0,"Summer"
486,"Segment 2",2,0,1,0,0,"Spring"
487,"Segment 3",3,0,0,0,1,"Fall"
488,"Segment 1",1,1,0,0,0,"Winter"
489,"Segment 2",2,0,1,0,0,"Spring"
490,"Segment 4",4,0,0,1,0,"Summer"
491,"Segment 2",2,1,0,0,0,"Winter"
492,"Segment 4",4,0,0,1,0,"Summer"
493,"Segment 2",2,0,0,0,1,"Fall"
494,"Segment 1",1,0,0,1,0,"Summer"
495,"Segment 1",1,1,0,0,0,"Winter"
496,"Segment 3",3,0,0,0,1,"Fall"
497,"Segment 3",3,0,0,0,1,"Fall"
498,"Segment 1",1,1,0,0,0,"Winter"
499,"Segment 4",4,0,1,0,0,"Spring"
500,"Segment 1",1,1,0,0,0,"Winter"
501,"Segment 1",1,0,0,0,1,"Fall"
502,"Segment 2",2,0,1,0,0,"Spring"
503,"Segment 2",2,0,0,0,1,"Fall"
504,"Segment 2",2,0,0,1,0,"Summer"
505,"Segment 2",2,1,0,0,0,"Winter"
506,"Segment 4",4,0,1,0,0,"Spring"
507,"Segment 3",3,0,0,0,1,"Fall"
508,"Segment 2",2,0,1,0,0,"Spring"
509,"Segment 1",1,1,0,0,0,"Winter"
510,"Segment 4",4,0,0,1,0,"Summer"
511,"Segment 1",1,0,0,0,1,"Fall"
512,"Segment 2",2,0,0,0,1,"Fall"
513,"Segment 3",3,1,0,0,0,"Winter"
514,"Segment 3",3,0,0,0,1,"Fall"
515,"Segment 4",4,1,0,0,0,"Winter"
516,"Segment 1",1,0,1,0,0,"Spring"
517,"Segment 3",3,0,0,0,1,"Fall"
518,"Segment 2",2,0,0,0,1,"Fall"
519,"Segment 3",3,0,0,0,1,"Fall"
520,"Segment 1",1,0,0,1,0,"Summer"
521,"Segment 4",4,0,1,0,0,"Spring"
522,"Segment 2",2,1,0,0,0,"Winter"
523,"Segment 4",4,0,1,0,0,"Spring"
524,"Segment 1",1,0,1,0,0,"Spring"
525,"Segment 2",2,0,0,1,0,"Summer"
526,"Segment 2",2,0,1,0,0,"Spring"
527,"Segment 1",1,1,0,0,0,"Winter"
528,"Segment 1",1,1,0,0,0,"Winter"
529,"Segment 3",3,1,0,0,0,"Winter"
530,"Segment 3",3,0,0,0,1,"Fall"
531,"Segment 2",2,1,0,0,0,"Winter"
532,"Segment 2",2,0,0,0,1,"Fall"
533,"Segment 1",1,1,0,0,0,"Winter"
534,"Segment 4",4,0,1,0,0,"Spring"
535,"Segment 4",4,0,0,0,1,"Fall"
536,"Segment 2",2,0,1,0,0,"Spring"
537,"Segment 4",4,0,0,0,1,"Fall"
538,"Segment 2",2,0,0,1,0,"Summer"
539,"Segment 2",2,0,1,0,0,"Spring"
540,"Segment 2",2,1,0,0,0,"Winter"
541,"Segment 2",2,0,1,0,0,"Spring"
542,"Segment 2",2,0,0,0,1,"Fall"
543,"Segment 1",1,0,1,0,0,"Spring"
544,"Segment 4",4,0,1,0,0,"Spring"
545,"Segment 3",3,0,0,1,0,"Summer"
546,"Segment 2",2,0,0,1,0,"Summer"
547,"Segment 4",4,1,0,0,0,"Winter"
548,"Segment 3",3,1,0,0,0,"Winter"
549,"Segment 1",1,1,0,0,0,"Winter"
550,"Segment 2",2,0,0,0,1,"Fall"
551,"Segment 2",2,0,0,1,0,"Summer"
552,"Segment 3",3,0,0,0,1,"Fall"
553,"Segment 3",3,0,0,0,1,"Fall"
554,"Segment 2",2,1,0,0,0,"Winter"
555,"Segment 2",2,0,0,1,0,"Summer"
