"Customer ID","Segment","Cluster","Prefers_Clothing","Prefers_Footwear","Prefers_Outerwear","Prefers_Accessories","Category","Item Purchased"
279,"Segment 4",4,1,0,0,0,"Clothing","Sweater"
280,"Segment 1",1,0,1,0,0,"Footwear","Sneakers"
281,"Segment 1",1,0,1,0,0,"Footwear","Sandals"
282,"Segment 3",3,0,0,0,1,"Accessories","Belt"
283,"Segment 3",3,1,0,0,0,"Clothing","Skirt"
284,"Segment 3",3,1,0,0,0,"Clothing","Sweater"
285,"Segment 2",2,1,0,0,0,"Clothing","Skirt"
286,"Segment 1",1,0,0,0,1,"Accessories","Handbag"
287,"Segment 3",3,0,0,0,1,"Accessories","Jewelry"
288,"Segment 2",2,0,0,0,1,"Accessories","Scarf"
289,"Segment 1",1,1,0,0,0,"Clothing","T-shirt"
290,"Segment 4",4,0,0,1,0,"Outerwear","Coat"
291,"Segment 2",2,1,0,0,0,"Clothing","T-shirt"
292,"Segment 2",2,1,0,0,0,"Clothing","Dress"
293,"Segment 4",4,0,1,0,0,"Footwear","Shoes"
294,"Segment 2",2,0,0,0,1,"Accessories","Handbag"
295,"Segment 2",2,1,0,0,0,"Clothing","Skirt"
296,"Segment 2",2,0,0,0,1,"Accessories","Sunglasses"
297,"Segment 1",1,0,1,0,0,"Footwear","Sandals"
298,"Segment 2",2,0,1,0,0,"Footwear","Shoes"
299,"Segment 2",2,1,0,0,0,"Clothing","T-shirt"
300,"Segment 3",3,0,1,0,0,"Footwear","Sneakers"
301,"Segment 1",1,0,0,0,1,"Accessories","Hat"
302,"Segment 4",4,1,0,0,0,"Clothing","Skirt"
303,"Segment 2",2,1,0,0,0,"Clothing","Sweater"
304,"Segment 3",3,0,1,0,0,"Footwear","Sandals"
305,"Segment 4",4,1,0,0,0,"Clothing","Dress"
306,"Segment 2",2,1,0,0,0,"Clothing","Sweater"
307,"Segment 3",3,0,0,1,0,"Outerwear","Jacket"
308,"Segment 3",3,0,0,0,1,"Accessories","Gloves"
309,"Segment 2",2,0,0,0,1,"Accessories","Handbag"
310,"Segment 2",2,1,0,0,0,"Clothing","Dress"
311,"Segment 4",4,1,0,0,0,"Clothing","Pants"
312,"Segment 2",2,1,0,0,0,"Clothing","Jeans"
313,"Segment 3",3,1,0,0,0,"Clothing","Pants"
314,"Segment 4",4,1,0,0,0,"Clothing","Dress"
315,"Segment 2",2,1,0,0,0,"Clothing","Pants"
316,"Segment 2",2,0,0,0,1,"Accessories","Jewelry"
317,"Segment 2",2,0,0,0,1,"Accessories","Handbag"
318,"Segment 4",4,1,0,0,0,"Clothing","Sweater"
319,"Segment 3",3,0,0,0,1,"Accessories","Backpack"
320,"Segment 3",3,1,0,0,0,"Clothing","Shorts"
321,"Segment 4",4,0,0,0,1,"Accessories","Jewelry"
322,"Segment 1",1,0,1,0,0,"Footwear","Sneakers"
323,"Segment 3",3,0,0,0,1,"Accessories","Belt"
324,"Segment 4",4,1,0,0,0,"Clothing","Hoodie"
325,"Segment 1",1,1,0,0,0,"Clothing","Shirt"
326,"Segment 4",4,1,0,0,0,"Clothing","Pants"
327,"Segment 2",2,0,0,0,1,"Accessories","Scarf"
328,"Segment 2",2,0,0,1,0,"Outerwear","Coat"
329,"Segment 2",2,0,0,1,0,"Outerwear","Coat"
330,"Segment 2",2,1,0,0,0,"Clothing","Socks"
331,"Segment 2",2,1,0,0,0,"Clothing","Sweater"
332,"Segment 3",3,1,0,0,0,"Clothing","Shirt"
333,"Segment 3",3,1,0,0,0,"Clothing","Shirt"
334,"Segment 1",1,1,0,0,0,"Clothing","Sweater"
335,"Segment 3",3,1,0,0,0,"Clothing","Blouse"
336,"Segment 3",3,1,0,0,0,"Clothing","Sweater"
337,"Segment 1",1,0,0,0,1,"Accessories","Hat"
338,"Segment 1",1,1,0,0,0,"Clothing","Sweater"
339,"Segment 4",4,1,0,0,0,"Clothing","Hoodie"
340,"Segment 2",2,1,0,0,0,"Clothing","Shorts"
341,"Segment 2",2,1,0,0,0,"Clothing","Shorts"
342,"Segment 1",1,0,0,0,1,"Accessories","Hat"
343,"Segment 2",2,0,0,1,0,"Outerwear","Coat"
344,"Segment 1",1,0,1,0,0,"Footwear","Sandals"
345,"Segment 1",1,1,0,0,0,"Clothing","Skirt"
346,"Segment 1",1,0,1,0,0,"Footwear","Shoes"
347,"Segment 1",1,1,0,0,0,"Clothing","Jeans"
348,"Segment 1",1,0,1,0,0,"Footwear","Sandals"
349,"Segment 2",2,1,0,0,0,"Clothing","Blouse"
350,"Segment 3",3,0,0,0,1,"Accessories","Hat"
351,"Segment 3",3,1,0,0,0,"Clothing","Sweater"
352,"Segment 1",1,1,0,0,0,"Clothing","Skirt"
353,"Segment 1",1,1,0,0,0,"Clothing","Jeans"
354,"Segment 4",4,0,1,0,0,"Footwear","Sneakers"
355,"Segment 4",4,0,0,0,1,"Accessories","Jewelry"
356,"Segment 1",1,0,0,0,1,"Accessories","Jewelry"
357,"Segment 4",4,1,0,0,0,"Clothing","Pants"
358,"Segment 1",1,0,0,0,1,"Accessories","Belt"
359,"Segment 2",2,0,0,0,1,"Accessories","Hat"
360,"Segment 3",3,0,1,0,0,"Footwear","Sneakers"
361,"Segment 2",2,1,0,0,0,"Clothing","Pants"
362,"Segment 4",4,1,0,0,0,"Clothing","T-shirt"
363,"Segment 2",2,0,1,0,0,"Footwear","Sneakers"
364,"Segment 4",4,1,0,0,0,"Clothing","Shorts"
365,"Segment 4",4,0,1,0,0,"Footwear","Shoes"
366,"Segment 4",4,0,0,0,1,"Accessories","Gloves"
367,"Segment 2",2,1,0,0,0,"Clothing","Socks"
368,"Segment 2",2,1,0,0,0,"Clothing","Dress"
369,"Segment 1",1,0,0,0,1,"Accessories","Handbag"
370,"Segment 2",2,0,0,0,1,"Accessories","Belt"
371,"Segment 2",2,0,0,0,1,"Accessories","Scarf"
372,"Segment 3",3,0,1,0,0,"Footwear","Sneakers"
373,"Segment 3",3,1,0,0,0,"Clothing","Sweater"
374,"Segment 1",1,0,0,1,0,"Outerwear","Coat"
375,"Segment 4",4,0,0,0,1,"Accessories","Jewelry"
376,"Segment 2",2,0,0,0,1,"Accessories","Sunglasses"
377,"Segment 1",1,0,1,0,0,"Footwear","Shoes"
378,"Segment 2",2,0,0,0,1,"Accessories","Scarf"
379,"Segment 1",1,1,0,0,0,"Clothing","Dress"
380,"Segment 1",1,1,0,0,0,"Clothing","T-shirt"
381,"Segment 3",3,0,0,0,1,"Accessories","Backpack"
382,"Segment 2",2,0,0,0,1,"Accessories","Jewelry"
383,"Segment 3",3,1,0,0,0,"Clothing","Jeans"
384,"Segment 3",3,0,0,0,1,"Accessories","Sunglasses"
385,"Segment 2",2,1,0,0,0,"Clothing","Sweater"
386,"Segment 4",4,1,0,0,0,"Clothing","Shorts"
387,"Segment 2",2,0,0,0,1,"Accessories","Jewelry"
388,"Segment 4",4,0,0,1,0,"Outerwear","Coat"
389,"Segment 3",3,0,0,0,1,"Accessories","Handbag"
390,"Segment 1",1,0,1,0,0,"Footwear","Boots"
391,"Segment 3",3,0,0,0,1,"Accessories","Gloves"
392,"Segment 1",1,1,0,0,0,"Clothing","Sweater"
393,"Segment 3",3,1,0,0,0,"Clothing","T-shirt"
394,"Segment 1",1,0,1,0,0,"Footwear","Shoes"
395,"Segment 1",1,0,0,0,1,"Accessories","Scarf"
396,"Segment 1",1,0,1,0,0,"Footwear","Sneakers"
397,"Segment 4",4,1,0,0,0,"Clothing","Dress"
398,"Segment 3",3,0,0,0,1,"Accessories","Belt"
399,"Segment 1",1,0,1,0,0,"Footwear","Boots"
400,"Segment 2",2,0,0,0,1,"Accessories","Scarf"
401,"Segment 1",1,0,1,0,0,"Footwear","Boots"
402,"Segment 4",4,1,0,0,0,"Clothing","T-shirt"
403,"Segment 3",3,0,0,0,1,"Accessories","Backpack"
404,"Segment 1",1,0,1,0,0,"Footwear","Sneakers"
405,"Segment 1",1,1,0,0,0,"Clothing","T-shirt"
406,"Segment 3",3,1,0,0,0,"Clothing","Jeans"
407,"Segment 1",1,0,0,0,1,"Accessories","Gloves"
408,"Segment 3",3,1,0,0,0,"Clothing","Hoodie"
409,"Segment 3",3,0,1,0,0,"Footwear","Sneakers"
410,"Segment 3",3,1,0,0,0,"Clothing","Shorts"
411,"Segment 1",1,1,0,0,0,"Clothing","Sweater"
412,"Segment 2",2,1,0,0,0,"Clothing","Jeans"
413,"Segment 3",3,0,0,1,0,"Outerwear","Jacket"
414,"Segment 4",4,0,0,0,1,"Accessories","Jewelry"
415,"Segment 3",3,0,0,0,1,"Accessories","Backpack"
416,"Segment 2",2,0,0,1,0,"Outerwear","Coat"
417,"Segment 1",1,0,0,0,1,"Accessories","Belt"
418,"Segment 1",1,0,1,0,0,"Footwear","Sandals"
419,"Segment 3",3,1,0,0,0,"Clothing","Sweater"
420,"Segment 4",4,1,0,0,0,"Clothing","Shorts"
421,"Segment 1",1,1,0,0,0,"Clothing","Socks"
422,"Segment 2",2,1,0,0,0,"Clothing","Shirt"
423,"Segment 2",2,1,0,0,0,"Clothing","Pants"
424,"Segment 2",2,0,0,0,1,"Accessories","Scarf"
425,"Segment 2",2,1,0,0,0,"Clothing","Sweater"
426,"Segment 3",3,1,0,0,0,"Clothing","Jeans"
427,"Segment 1",1,1,0,0,0,"Clothing","Pants"
428,"Segment 4",4,0,0,0,1,"Accessories","Backpack"
429,"Segment 3",3,0,0,1,0,"Outerwear","Coat"
430,"Segment 4",4,0,1,0,0,"Footwear","Sandals"
431,"Segment 1",1,1,0,0,0,"Clothing","Shirt"
432,"Segment 3",3,0,0,0,1,"Accessories","Hat"
433,"Segment 4",4,1,0,0,0,"Clothing","Shirt"
434,"Segment 4",4,1,0,0,0,"Clothing","Skirt"
435,"Segment 2",2,0,1,0,0,"Footwear","Shoes"
436,"Segment 2",2,0,0,1,0,"Outerwear","Coat"
437,"Segment 1",1,1,0,0,0,"Clothing","Pants"
438,"Segment 2",2,0,0,0,1,"Accessories","Jewelry"
439,"Segment 2",2,0,0,0,1,"Accessories","Belt"
440,"Segment 2",2,0,0,1,0,"Outerwear","Jacket"
441,"Segment 3",3,1,0,0,0,"Clothing","Shirt"
442,"Segment 4",4,1,0,0,0,"Clothing","Hoodie"
443,"Segment 3",3,0,0,0,1,"Accessories","Sunglasses"
444,"Segment 3",3,0,0,0,1,"Accessories","Sunglasses"
445,"Segment 2",2,1,0,0,0,"Clothing","Dress"
446,"Segment 1",1,0,1,0,0,"Footwear","Boots"
